precio_texto,tipo_y_ciudad,titulo,habitaciones_texto,banos_texto,area_texto,url_aviso,pagina
$ 280.000.000,"Casa en Pereira, Risaralda","Casa en venta en los prados, pereira",3 Habs.,2 Baños,72 m²,https://www.fincaraiz.com.co/casa-en-venta-en-los-prados-pereira/192636141,269
$ 810.000.000,"Casa en Pereira, Risaralda","Casa en venta en pueblito cafetero, pereira",3 Habs.,4 Baños,154 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pueblito-cafetero-pereira/193310300,269
$ 1.250.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares, pereira",5 Habs.,6 Baños,215 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/193567639,269
$ 250.000.000,"Apartaestudio en Pereira, Risaralda","Apartaestudio en venta en los alpes, pereira",1 Hab,2 Baños,50 m²,https://www.fincaraiz.com.co/apartaestudio-en-venta-en-los-alpes-pereira/193915957,269
$ 190.000.000,"Lote en Pereira, Risaralda",Lote en venta en alcala,1380 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-alcala/192438434,269
$ 550.000.000,"Casa en Pereira, Risaralda","Casa en venta en corocito, pereira",2 Habs.,4 Baños,350 m²,https://www.fincaraiz.com.co/casa-en-venta-en-corocito-pereira/193885681,270
$ 325.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en popular modelo, pereira",3 Habs.,2 Baños,86 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-popular-modelo-pereira/193623907,270
$ 620.000.000,"Apartamento en Pereira, Risaralda","Apartamento en  venta en pinares, pereira",3 Habs.,3 Baños,87 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/191829564,270
$ 560.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,8 Habs.,4 Baños,50 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/194226200,270
$ 700.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,3 Habs.,3 Baños,145 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/193812744,270
$ 790.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en san jose sur, pereira",2 Habs.,3 Baños,102 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-san-jose-sur-pereira/193409380,270
$ 2.000.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en cerritos, pereira",4 Habs.,4 Baños,380 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/194040878,270
$ 350.000.000,"Local Comercial en Pereira, Risaralda","Local en venta en central, pereira",125 m²,,,https://www.fincaraiz.com.co/local-en-venta-en-central-pereira/193311673,270
$ 1.350.000.000,"Casa en Pereira, Risaralda","Casa en venta en pinares, pereira",8 Habs.,3 Baños,600 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pinares-pereira/7994853,270
$ 235.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en villa alicia, pereira",3 Habs.,1 Baño,60 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-villa-alicia-pereira/192784761,270
$ 550.000.000,"Apartamento en Pereira, Risaralda",Apartamento en venta en pereira,3 Habs.,2 Baños,91 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pereira/193458920,270
$ 1.200.000.000,"Casa en Pereira, Risaralda","Casa en venta en maraya, pereira",9 Habs.,7 Baños,500 m²,https://www.fincaraiz.com.co/casa-en-venta-en-maraya-pereira/194122987,270
$ 5.000.000.000,"Casa en Pereira, Risaralda","Casa en venta en morelia, pereira",10 Habs.,4 Baños,490 m²,https://www.fincaraiz.com.co/casa-en-venta-en-morelia-pereira/194242100,270
$ 3.600.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en cerritos, pereira",4 Habs.,4 Baños,465 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/193364577,270
$ 850.000.000,"Apartaestudio en Pereira, Risaralda",Apartaestudio en  venta en pereira,3 Habs.,3 Baños,200 m²,https://www.fincaraiz.com.co/apartaestudio-en-venta-en-pereira/191500661,270
$ 409.000.000,"Apartaestudio en Pereira, Risaralda","Apartaestudio en venta en cerritos, pereira",1 Hab,2 Baños,60 m²,https://www.fincaraiz.com.co/apartaestudio-en-venta-en-cerritos-pereira/193745615,270
$ 1.250.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en cerritos, pereira",5 Habs.,4 Baños,300 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/192319774,270
$ 350.000.000,"Apartamento en Pereira, Risaralda",Apartamento en venta en pereira,3 Habs.,2 Baños,131 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pereira/192818703,270
$ 250.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en galicia, pereira",3 Habs.,2 Baños,58 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-galicia-pereira/194160293,270
$ 680.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en avenida sur, pereira",2 Habs.,2 Baños,80 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-avenida-sur-pereira/193787356,270
$ 2.400.000.000,"Finca en Pereira, Risaralda","Finca en venta en altagracia, pereira",4 Habs.,3 Baños,19200 m²,https://www.fincaraiz.com.co/finca-en-venta-en-altagracia-pereira/193654787,270
$ 1.300.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en  venta en combia, pereira",4 Habs.,4 Baños,305 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-combia-pereira/192225582,271
$ 295.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en condina, pereira",2 Habs.,2 Baños,56 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-condina-pereira/193396377,271
$ 280.000.000,"Oficina en Pereira, Risaralda","Oficina en venta en san jose sur, pereira",1 Baño,27 m²,,https://www.fincaraiz.com.co/oficina-en-venta-en-san-jose-sur-pereira/10737967,271
$ 480.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares, pereira",3 Habs.,3 Baños,82 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/193312126,271
$ 530.000.000,"Casa en Pereira, Risaralda","Casa en  venta en cerritos, pereira",5 Habs.,3 Baños,120 m²,https://www.fincaraiz.com.co/casa-en-venta-en-cerritos-pereira/191382921,271
$ 1.700.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en pueblito cafetero, pereira",5 Habs.,6 Baños,750 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-pueblito-cafetero-pereira/193857080,271
$ 320.000.000,"Apartamento en Pereira, Risaralda",Apartamento en venta en pereira,0 Hab,2 Baños,52 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pereira/193004327,271
$ 275.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en condina, pereira",3 Habs.,2 Baños,52 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-condina-pereira/193913348,271
$ 520.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en los alpes, pereira",3 Habs.,3 Baños,96 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-los-alpes-pereira/193435825,271
$ 2.300.000.000,"Casa Campestre en Pereira, Risaralda","Apartaestudio en venta en cerritos, pereira",0 Hab,291 m²,,https://www.fincaraiz.com.co/apartaestudio-en-venta-en-cerritos-pereira/194235825,271
$ 2.320.000.000,"Casa en Pereira, Risaralda","Casa en venta en pueblito cafetero, pereira",3 Habs.,4 Baños,387 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pueblito-cafetero-pereira/193841482,271
$ 900.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en bosques de santa elena, pereira",4 Habs.,3 Baños,160 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-bosques-de-santa-elena-pereira/193631390,271
$ 490.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en belmonte a, pereira",3 Habs.,2 Baños,73 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-belmonte-a-pereira/192321298,271
$ 810.000.000,"Casa en Pereira, Risaralda","Casa en venta en pueblito cafetero, pereira",4 Habs.,4 Baños,150 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pueblito-cafetero-pereira/193840411,271
$ 650.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en cerritos, pereira",0 Hab,60 m²,,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/194211206,271
$ 730.000.000,"Local Comercial en Pereira, Risaralda","Local en venta en circunvalar - alamos, pereira",2 Ambientes,2 Baños,183 m²,https://www.fincaraiz.com.co/local-en-venta-en-circunvalar-alamos-pereira/192833683,271
$ 2.500.000.000,"Lote en Pereira, Risaralda","Lote en venta en centro, pereira",891 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-centro-pereira/193533683,271
$ 1.095.092.000,"Local Comercial en Pereira, Risaralda","Local en venta en pinares, pereira",148 m²,,,https://www.fincaraiz.com.co/local-en-venta-en-pinares-pereira/193904478,271
$ 900.000.000,"Casa Campestre en Pereira, Risaralda",Casa campestre en  venta en pereira,2 Habs.,3 Baños,120 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-pereira/191606771,271
$ 595.000.000,"Casa en Pereira, Risaralda","Casa en venta en galicia, pereira",4 Habs.,4 Baños,150 m²,https://www.fincaraiz.com.co/casa-en-venta-en-galicia-pereira/193074202,271
$ 500.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,6 Habs.,3 Baños,675 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/192386587,271
$ 265.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en avenida 30 de agosto, pereira",2 Habs.,2 Baños,49 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-avenida-30-de-agosto-pereira/192321449,272
$ 1.300.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,5 Habs.,5 Baños,450 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/193840562,272
$ 860.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares, pereira",3 Habs.,2 Baños,110 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/193523742,272
$ 1.200.000.000,"Edificio en Pereira, Risaralda","Edificio en venta en el poblado ii etapa, pereira",4 Habs.,6 Baños,75 m²,https://www.fincaraiz.com.co/edificio-en-venta-en-el-poblado-ii-etapa-pereira/192929399,272
$ 460.000.000,"Apartaestudio en Pereira, Risaralda","Apartaestudio en venta en cerritos, pereira",1 Hab,2 Baños,60 m²,https://www.fincaraiz.com.co/apartaestudio-en-venta-en-cerritos-pereira/193841784,272
$ 700.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en cerritos, pereira",3 Habs.,2 Baños,100 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-cerritos-pereira/192386738,272
$ 260.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,4 Habs.,2 Baños,100 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/193302487,272
$ 400.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en centro, pereira",4 Habs.,3 Baños,114 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-centro-pereira/192320529,272
$ 6.000.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en cerritos, pereira",4 Habs.,4 Baños,790 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/193610437,272
$ 1.350.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en  venta en cerritos, pereira",3 Habs.,6 Baños,412 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/191919458,272
$ 1.450.000.000,"Finca en Pereira, Risaralda","Finca en venta en la florida, pereira",5 Habs.,3 Baños,300 m²,https://www.fincaraiz.com.co/finca-en-venta-en-la-florida-pereira/193841935,272
$ 230.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en 30 de agosto del cafe, pereira",3 Habs.,2 Baños,48 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-30-de-agosto-del-cafe-pereira/193456613,272
$ 372.852.000,"Apartaestudio en Pereira, Risaralda","Apartaestudio en venta en avenida 30 de agosto, pereira",1 Hab,1 Baño,32 m²,https://www.fincaraiz.com.co/apartaestudio-en-venta-en-avenida-30-de-agosto-pereira/193301567,272
$ 550.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares, pereira",3 Habs.,2 Baños,108 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/193972362,272
$ 1.400.000.000,"Edificio en Pereira, Risaralda","Edificio en venta en centro, pereira",8 Habs.,4 Baños,415 m²,https://www.fincaraiz.com.co/edificio-en-venta-en-centro-pereira/194067927,272
$ 277.650.000,"Lote en Pereira, Risaralda","Lote en venta en combia, pereira",1 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-combia-pereira/193309517,272
$ 175.000.000,"Local Comercial en Pereira, Risaralda","Local en venta en centro, pereira",1 Ambiente,1 Baño,60 m²,https://www.fincaraiz.com.co/local-en-venta-en-centro-pereira/193073584,272
$ 1.450.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en  venta en combia, pereira",4 Habs.,3 Baños,220 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-combia-pereira/191847743,272
$ 280.000.000,"Lote en Pereira, Risaralda","Lote en venta en combia, pereira",2000 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-combia-pereira/192370220,272
$ 360.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares, pereira",2 Habs.,2 Baños,49 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/193301718,272
$ 400.000.000,"Apartaestudio en Pereira, Risaralda","Apartaestudio en venta en los alamos, pereira",1 Hab,1 Baño,55 m²,https://www.fincaraiz.com.co/apartaestudio-en-venta-en-los-alamos-pereira/194050036,272
$ 947.462.318,"Casa en Pereira, Risaralda","Casa en venta en combia, pereira",4 Habs.,4 Baños,1510 m²,https://www.fincaraiz.com.co/casa-en-venta-en-combia-pereira/193029852,273
$ 500.000.000,"Apartamento en Pereira, Risaralda",Apartamento en venta en pereira,3 Habs.,2 Baños,79 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pereira/193304011,273
$ 330.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en condina, pereira",3 Habs.,2 Baños,56 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-condina-pereira/194219760,273
$ 1.800.000.000,"Casa en Pereira, Risaralda","Casa en venta en cerritos, pereira",3 Habs.,5 Baños,321 m²,https://www.fincaraiz.com.co/casa-en-venta-en-cerritos-pereira/191516396,273
$ 1.500.000.000,"Finca en Pereira, Risaralda",Finca en venta en pereira,8 Habs.,5 Baños,575 m²,https://www.fincaraiz.com.co/finca-en-venta-en-pereira/193311961,273
$ 7.500.000.000,"Finca en Pereira, Risaralda","Finca en venta en la bella, pereira",6 Habs.,3 Baños,46750 m²,https://www.fincaraiz.com.co/finca-en-venta-en-la-bella-pereira/193045752,273
$ 1.100.000.000,"Finca en Pereira, Risaralda","Finca en venta en altagracia, pereira",4 Habs.,2 Baños,8 m²,https://www.fincaraiz.com.co/finca-en-venta-en-altagracia-pereira/192319911,273
$ 6.331.000.000,"Lote en Pereira, Risaralda","Lote en venta en sector galeria central, pereira",63302 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-sector-galeria-central-pereira/11035660,273
$ 380.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares, pereira",2 Habs.,1 Baño,67 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/192332296,273
$ 394.000.000,"Apartamento en Pereira, Risaralda",Apartamento en venta en pereira,2 Habs.,2 Baños,65 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pereira/193303091,273
$ 330.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en condina, pereira",3 Habs.,2 Baños,54 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-condina-pereira/193548045,273
$ 1.000.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,4 Habs.,3 Baños,300 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/193841317,273
$ 420.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en cerritos, pereira",3 Habs.,2 Baños,73 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-cerritos-pereira/193479543,273
$ 370.000.000,"Apartamento en Pereira, Risaralda",Apartamento en venta en pereira,2 Habs.,2 Baños,55 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pereira/192727861,273
$ 9.000.000.000,"Bodega en Pereira, Risaralda","Bodega en venta en bosques de santa elena, pereira",1 Ambiente,3 Baños,1866 m²,https://www.fincaraiz.com.co/bodega-en-venta-en-bosques-de-santa-elena-pereira/194127861,273
$ 180.000.000,"Casa en Pereira, Risaralda",Casa en venta en dosquebradas,4 Habs.,2 Baños,120 m²,https://www.fincaraiz.com.co/casa-en-venta-en-dosquebradas/193302020,273
$ 1.200.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en circunvalar - alamos, pereira",3 Habs.,3 Baños,240 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-circunvalar-alamos-pereira/193146974,273
$ 5.200.000.000,"Casa Campestre en Pereira, Risaralda",Casa campestre en venta en pereira,4 Habs.,6 Baños,800 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-pereira/193266087,273
$ 450.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en condina, pereira",2 Habs.,2 Baños,82 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-condina-pereira/193385200,273
$ 600.000.000,"Apartamento en Pereira, Risaralda","Apartamento en  venta en pinares, pereira",2 Habs.,2 Baños,80 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/192223426,273
$ 550.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares, pereira",2 Habs.,2 Baños,75 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/193484129,273
$ 250.000.000,"Apartaestudio en Pereira, Risaralda","Apartaestudio en venta en gamma, pereira",3 Habs.,3 Baños,6 m²,https://www.fincaraiz.com.co/apartaestudio-en-venta-en-gamma-pereira/192320213,274
$ 4.000.000.000,"Lote en Pereira, Risaralda","Lote en venta en cerritos, pereira",3000 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-cerritos-pereira/194235962,274
$ 1.480.000.000,"Casa en Pereira, Risaralda","Casa en venta en cerritos, pereira",4 Habs.,5 Baños,350 m²,https://www.fincaraiz.com.co/casa-en-venta-en-cerritos-pereira/192532598,274
$ 470.000.000,"Lote en Pereira, Risaralda","Lote en venta en condina, pereira",2605 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-condina-pereira/193786573,274
$ 300.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en villa verde, pereira",3 Habs.,2 Baños,48 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-villa-verde-pereira/194021435,274
$ 900.000.000,"Casa en Pereira, Risaralda","Casa en  venta en avenida 30 de agosto, pereira",3 Habs.,3 Baños,210 m²,https://www.fincaraiz.com.co/casa-en-venta-en-avenida-30-de-agosto-pereira/192092230,274
$ 980.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,4 Habs.,4 Baños,2000 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/193829385,274
$ 395.000.000,"Casa en Pereira, Risaralda","Casa en venta en villa verde, pereira",4 Habs.,2 Baños,95 m²,https://www.fincaraiz.com.co/casa-en-venta-en-villa-verde-pereira/193345134,274
$ 735.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en cerritos, pereira",2 Habs.,3 Baños,92 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-cerritos-pereira/192957519,274
$ 2.100.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en cerritos, pereira",5 Habs.,5 Baños,2000 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/194008130,274
$ 1.600.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en cerritos, pereira",5 Habs.,6 Baños,1000 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/192682289,274
$ 1.380.000.000,"Casa en Pereira, Risaralda","Casa en venta en cerritos, pereira",4 Habs.,5 Baños,300 m²,https://www.fincaraiz.com.co/casa-en-venta-en-cerritos-pereira/192530607,274
$ 3.000.000.000,"Lote en Pereira, Risaralda",Lote en venta en pereira,12000 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-pereira/192320515,274
$ 600.000.000,"Casa en Pereira, Risaralda","Casa en venta en bosques de santa elena, pereira",5 Habs.,2 Baños,91 m²,https://www.fincaraiz.com.co/casa-en-venta-en-bosques-de-santa-elena-pereira/193868833,274
$ 180.000.000,"Casa en Pereira, Risaralda","Casa en venta en las violetas et. iii, pereira",3 Habs.,2 Baños,100 m²,https://www.fincaraiz.com.co/casa-en-venta-en-las-violetas-et-iii-pereira/193303695,274
$ 430.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares, pereira",3 Habs.,2 Baños,105 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/193274490,274
$ 195.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en altagracia, pereira",3 Habs.,2 Baños,45 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-altagracia-pereira/193974490,274
$ 2.800.000.000,"Casa Campestre en Pereira, Risaralda",Casa campestre en venta en pereira,4 Habs.,5 Baños,477 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-pereira/193967762,274
$ 1.450.000.000,"Casa en Pereira, Risaralda","Casa en venta en cerritos, pereira",4 Habs.,5 Baños,300 m²,https://www.fincaraiz.com.co/casa-en-venta-en-cerritos-pereira/193841921,274
$ 549.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en avenida 30 de agosto, pereira",3 Habs.,2 Baños,91 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-avenida-30-de-agosto-pereira/193312716,274
$ 950.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares alto, pereira",3 Habs.,3 Baños,141 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-alto-pereira/193602624,274
$ 850.000.000,"Lote en Pereira, Risaralda",Lote en venta en pereira,20000 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-pereira/193234122,275
$ 200.000.000,"Oficina en Pereira, Risaralda","Oficina en venta en centro, pereira",1 Ambiente,27 m²,,https://www.fincaraiz.com.co/oficina-en-venta-en-centro-pereira/193301553,275
$ 900.000.000,"Casa en Pereira, Risaralda","Casa en venta en centro, pereira",8 Habs.,4 Baños,486 m²,https://www.fincaraiz.com.co/casa-en-venta-en-centro-pereira/10520666,275
$ 235.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en condina, pereira",3 Habs.,1 Baño,56 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-condina-pereira/193303846,275
$ 230.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en villa del prado, pereira",2 Habs.,1 Baño,45 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-villa-del-prado-pereira/193942072,275
$ 1.890.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en cerritos, pereira",3 Habs.,4 Baños,257 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/193709503,275
$ 950.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en cerritos, pereira",3 Habs.,3 Baños,126 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-cerritos-pereira/193506139,275
$ 250.000.000,"Local Comercial en Pereira, Risaralda","Local en venta en galicia, pereira",1 Ambiente,36 m²,,https://www.fincaraiz.com.co/local-en-venta-en-galicia-pereira/193085955,275
$ 495.000.000,"Apartamento en Pereira, Risaralda",Apartamento en venta en pereira,3 Habs.,2 Baños,76 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pereira/192660114,275
$ 340.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en avenida sur, pereira",2 Habs.,2 Baños,58 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-avenida-sur-pereira/193623110,275
$ 290.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en avenida 30 de agosto, pereira",2 Habs.,2 Baños,54 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-avenida-30-de-agosto-pereira/193154608,275
$ 2.800.000.000,"Casa en Pereira, Risaralda","Casa en venta en cerritos, pereira",7 Habs.,9 Baños,967 m²,https://www.fincaraiz.com.co/casa-en-venta-en-cerritos-pereira/193363629,275
$ 559.381.000,"Lote en Pereira, Risaralda","Lote en venta en centro, pereira",1512 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-centro-pereira/193314240,275
$ 70.000.000,"Lote en Pereira, Risaralda","Lote en venta en altagracia, pereira",50 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-altagracia-pereira/193307512,275
$ 720.000.000,"Lote en Pereira, Risaralda","Lote en venta en cerritos, pereira",2004 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-cerritos-pereira/193681671,275
$ 800.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares, pereira",3 Habs.,3 Baños,160 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/193574943,275
$ 530.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en sector plaza de bolivar, pereira",4 Habs.,4 Baños,147 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-sector-plaza-de-bolivar-pereira/193754759,275
$ 210.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en san luis gonzaga, pereira",3 Habs.,2 Baños,66 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-san-luis-gonzaga-pereira/193522190,275
$ 332.076.600,"Lote en Pereira, Risaralda","Lote en venta en combia, pereira",1845 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-combia-pereira/193841303,275
$ 800.000.000,"Casa en Pereira, Risaralda","Casa en venta en pinares, pereira",3 Habs.,3 Baños,203 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pinares-pereira/193715462,275
$ 340.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en sector plaza de bolivar, pereira",1 Hab,2 Baños,50 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-sector-plaza-de-bolivar-pereira/11008734,275
$ 1.800.000.000,"Casa en Pereira, Risaralda","Casa en venta en combia, pereira",4 Habs.,5 Baños,280 m²,https://www.fincaraiz.com.co/casa-en-venta-en-combia-pereira/194221119,276
$ 900.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en circunvalar - alamos, pereira",4 Habs.,4 Baños,200 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-circunvalar-alamos-pereira/193308885,276
$ 265.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en condina, pereira",3 Habs.,2 Baños,54 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-condina-pereira/193150475,276
$ 547.935.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en cerritos, pereira",3 Habs.,2 Baños,82 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-cerritos-pereira/193840383,276
$ 285.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en condina, pereira",3 Habs.,2 Baños,61 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-condina-pereira/194088701,276
